font-3270	IBM 3270
font-yrsa	Yrsa
font-ysabeau	Ysabeau
font-ysabeau-infant	Ysabeau Infant
font-ysabeau-office	Exercise in restraint
font-ysabeau-sc	Exercise in restraint
font-yuji-boku	New and joyful design
font-yuji-hentaigana-akari	Yuji Hentaigana Akari
font-yuji-hentaigana-akebono	Yuji Hentaigana Akebono
font-yuji-mai	Yuji Mai
font-yuji-syuku	Also approachable
font-yusei-magic	手書き文字をベースにした視認性の高いフォント
font-zcool-kuaile	ZCOOL KuaiLe
font-zcool-qingke-huangyou	ZCOOL QingKe HuangYou
font-zcool-xiaowei	ZCOOL XiaoWei
font-zen-antique	Zen Antique
font-zen-antique-soft	Zen Antique Soft
font-zen-dots	Zen フォントコレクションの一部である 3つのラテン語フォントのうちの1つ
font-zen-kaku-gothic-antique	クラシカルだけどシンプルでスタイリッシュなバージョン
font-zen-kaku-gothic-new	クラシカルだけどシンプルでスタイリッシュなバージョン
font-zen-kurenaido	手書き感のある日本語フォント
font-zen-loop	Zen フォントコレクションの一部として、大平良道によってデザインされたラテン語フォント
font-zen-maru-gothic	あらゆるシーンでも使いやすい
font-zen-old-mincho	テキストでの使用を目的としており、大きなサイズでもうまく機能します
font-zen-tokyo-zoo	Zen 東京 Zoo
font-zeyada	Zeyada
font-zhi-mang-xing	Zhi Mang Xing
font-zhudou-sans	Noto Sans から派生した CJK記号と句読点
font-zilla-slab	Zilla Slab
font-zilla-slab-highlight	Zilla Slab Highlight
