font-3270	IBM 3270
canon-ijscanner15f	Canon G2000/G3000/MG3600/MG5700/MG6800/MG6900/MG7700シリーズ用のCanon ScannerICAドライバー
canon-ijscanner16f	キヤノンE410/E470/G4000/MG3000/TS5000/TS6000/TS8000/TS9000シリーズ用のキヤノンスキャナーICAドライバー
canon-ijscanner2	CanoScan 5600F/9000F/LiDE 100/LiDE 110/LiDE 200/LiDE 210/LiDE700F用のCanonScannerICAドライバー
canon-ijscanner3	キヤノンE510/MG2200/MG3200/MG4200/MG5400/MG6300/MP230シリーズ用のキヤノンスキャナーICAドライバー
canon-ijscanner4	CanoScan 9000F MarkII用のCanon Scanner ICAドライバー
canon-ijscanner5	Canon E610/MX390/MX450/MX520/MX720/MX920シリーズ用のCanon Scanner ICAドライバー
canon-ijscanner6	CanoScan LiDE 120/LiDE220用のCanon Scanner ICAドライバー
canon-imageformula-driver	Canon ImageFormula Twain Driver
canon-mf-printer	Canon imageCLASSMFプリンター用のプリンタードライバーとユーティリティ
canon-mf-ufr2-printer	Printer UFRII/UFRII LT driver & utilities for Canon imageCLASS MF printers
canon-pixma25xx-printer	Canon PixmaMG25XXシリーズプリンター用プリンタードライバー
canon-pixma72xx-printer	Canon Pixma iP72XXプリンター用のプリンタードライバーとユーティリティ
canon-print-studio-pro	Canon Pixma Proプリンターで印刷するためのLightroomプラグイン
canon-scangear-mf	Canon imageCLASS MFプリンター用のスキャナードライバーとユーティリティ
cardo-update	Cardo通信システムを更新します
clavia-nord-sound-manager	Nord機器のメモリを整理してバックアップします
concept2-utility	Concept2パフォーマンスモニターのユーティリティ
content-manager-assistant	PlayStation用コンテンツマネージャーアシスタントﾂ✓
corsair-icue	Corsairコンポーネントおよびデバイス用のソフトウェア
creative-sb-command	Creative SoundBlaster周辺機器のオーディオ設定を構成およびパーソナライズする
cycliq-cycliqplus	映像と自転車のカメラ設定エディター
cycliqplus-firmware-updater	CycliqFlyバイクカメラ用のファームウェアアップデータ
datacolor-spyder-elite	モニターキャリブレーションツール
datacolor-spyder-express	モニターキャリブレーションツール
datacolor-spyder-pro	モニターキャリブレーションツール
displaylink	DisplayLinkドック用のドライバー アダプター/モニター
displaylink-login-extension	ログイン前にDisplayLink画面を有効にします
drobo-dashboard	データロボティクスストレージデバイス用の管理ソフトウェアとドライバー
droidcam-obs	OBS Studioで直接カメラとして携帯電話を使用する
dymo-label	DYMO LabelWriters用ソフトウェア
eizo-colornavigator	Eizo Coloredge画面を調整する
elecom-mouse-assistant	ELECOMマウスをより効果的に使用するためのソフトウェア
elektron-overbridge	Elektronハードウェアを音楽ソフトウェアに統合する
elektron-transfer	サンプルを転送するためのツール プリセットとファームウェアの更新
elgato-camera-hub	Elgato FACECAM構成ツール
elgato-control-center	Elgatoキーライトを制御する
elgato-game-capture-hd	ゲームキャプチャーHD
elgato-stream-deck	キーを割り当ててから、装飾してラベルを付けます
elgato-thunderbolt-dock	ElgatoThunderboltドックのメニューバーユーティリティ
elgato-video-capture	Elgatoビデオキャプチャ
elgato-wave-link	コンテンツ作成用にカスタムビルドされたソフトウェア
eobcanka	チェコ国民IDカードアプリ
epson-photo-plus	ディスクへの直接印刷を含む写真の整理と印刷
epson-print-layout	すばやく簡単にカラー管理された印刷
epson-surecolor-p900	プリンタードライバー/メディアインストーラー/ソフトウェアアップデーター
evoluent-vertical-mouse-device-controller	Evoluent垂直マウスデバイスコントローラー
evolv-escribe-suite	DNAデバイスの動作を構成、監視、および変更する
fitbit-connect	Fitbit Connect
flashforge-flashprint	flashforge 3dプリンター用印刷ソフトウェア
fnatic-op	FNATICGEARデバイスをカスタマイズする
focusrite-control	Focusriteインターフェースを制御する
focusrite-saffire-mixcontrol	Focusrite製品のソフトウェア
focusrite-thunderbolt	Focusriteデバイス用のThunderboltドライバー
fractal-bot	Fractal Audio Systems製品との間でデータを送受信します
ftdi-vcp-driver	FTDI VCPドライバー
fujifilm-x-acquire	FUJIFILM X取得
fujifilm-x-raw-studio	Fujifilmカメラに接続してRAWファイルを希望どおりに抽出および変換します
fujifilm-x-webcam	XシリーズとGFXシステムのデジタルカメラをWebカメラに変えるソリューション
fujitsu-scansnap-home	富士通ScanSnapスキャナーソフトウェア
fujitsu-scansnap-manager	富士通ドキュメントスキャナー用スキャンソフトウェア
fujitsu-scansnap-manager-ix500	富士通ScanSnapiX500用ScanSnap Manager
fujitsu-scansnap-manager-s1300	富士通ScanSnapS1300用ScanSnap Manager
g-raid-with-thunderbolt-configurator	ThunderboltConfiguratorを使用したG-RAID
garmin-basecamp	3Dマッピングアプリケーション
garmin-express	マップとソフトウェアを更新する Garmin Connectと同期してデバイスを登録します
garmin-virb-edit	ガーミンVIRB編集
genki-softwave	ウェーブリングソフトウェア
genki-wave-for-work	ウェーブリングソフトウェア
gk6-plus	GK6シリーズPCB/キーボード用のキーボードユーティリティ
gutenprint	CUPSおよびGIMPで使用するためのさまざまなプリンター用のドライバー
hdhomerun	見守る 地上波HDTVのスケジュールと録画
hhkb-keymap-tool	Happy Hacking Keyboard Professional用のキーマップツール(ハイブリッドモデルのみ)
hhkb-pro-driver	HHKB Professionalのドライバー
hp-connectivity-kit	HPコネクティビティキット
hp-easy-start	HP Easy Start
huiontablet	Huionタブレット用ドライバー
insta360-studio	ビデオおよび写真エディター
interstuhl-s40	Interstuhl S4.0
jabra-direct	Jabraヘッドセットを最適化してパーソナライズする
kensington-trackball-works	Kensingtonトラックボールをプログラムするソフトウェア
kensingtonworks	Kensingtonのトラックボールをパーソナライズするソフトウェア マウス/プレゼンター
kiibohd-configurator	モジュラーコミュニティキーボードファームウェア
konica-minolta-bizhub-c220-c280-c360-driver	コニカ ミノルタBizhubC220/C280/C360 PostScriptプリンタードライバー
konica-minolta-bizhub-c750i-driver	PostScriptプリンタードライバー
konica-minolta-bizhub-c759-c658-c368-c287-c3851-driver	コニカ ミノルタBizhubプリンター用ドライバー
kyocera-printer-drivers	京セラMacドライバー
lacie-network-assistant	CloudBoxとすべてのLaCieネットワーク接続ストレージを管理します
lg-dual-controller	デュアルコントローラーにより、システム間でのキーボードとマウスの共有が可能になります
lg-onscreen-control	接続されているすべてのLGモニター情報を表示します
linn-konfig	Linn Konfig
lmsclients-squeezeplay	メディアサーバークライアント
logi-options-plus	Logitechデバイス用のソフトウェア
logitech-camera-settings	カメラコントロールへのアクセスを提供します
logitech-control-center	マウスとキーボードをカスタマイズする
logitech-firmwareupdatetool	Logitechワイヤレスレシーバーと選択したキーボードを更新します
logitech-g-hub	Logitech Gギアのサポート
logitech-gaming-software	Logitechゲーミングソフトウェア
logitech-myharmony	Logitech Harmonyユニバーサルリモコンの設定ソフトウェア
logitech-options	Logitechデバイス用のソフトウェア
logitech-unifying	デバイスをUnifyingレシーバーとペアリングするためのユーティリティ
loupedeck	Loupedeckコンソール用のソフトウェア
lovense-remote	Lovense製品のリモート
luftdateninfo-flashing-tool	Luftdaten.info点滅ツール
luna-display	iPadをワイヤレスセカンドディスプレイとして使用する
luna-secondary	コンピューターまたはタブレットを2番目のディスプレイに変える
mazda-toolbox	マツダツールボックス
microsoft-intellipoint	Microsoft IntelliPoint
mimu-glover	MiMUグローブソフトウェア
motu-m-series	MOTU M2およびM4システム拡張機能をインストールします
muteme	MuteMe物理ミュートボタンのコンパニオンアプリ
netgear-switch-discovery-tool	NETGEARネットワークスイッチを検出するためのソフトウェア
ni-488-2	NI-488.2
nitrokey	Nitro Keyデバイスを管理するためのアプリケーション
nordic-nrf-command-line-tools	Nordic nRF Semiconductorsのコマンドラインツール
nordic-nrf-connect	Bluetooth Low EnergyおよびcIoT用の開発ソフトウェア
nvidia-cuda-toolkit	高性能GPU加速アプリケーションを作成するためのツール
nvidia-web-driver	NVIDIA Webドライバー
obinskit	Anne ProおよびAnne Pro2用のソフトウェア
obs-ios-camera-source	OBS Studio用のiOSカメラプラグイン
obsbot-me-tool	OBSBOT Meの構成およびファームウェア更新ユーティリティ
obsbot-tinycam	OBSBOT TinyおよびTiny4K Webカメラの構成およびファームウェア更新ユーティリティ
openintelwireless-heliport	Intel Wi-Fiアダプターカーネル拡張用のクライアント
opentx-companion	OpenTXファームウェアで実行されているRC無線送信機のユーティリティ
pallotron-yubiswitch	Yubikey Nanoを有効/無効にするステータスバーアプリケーション
phidget-control-panel	Phidgetsセンシングキット用のライブラリと制御ソフトウェア
philips-hue-sync	スマートライトシステムを制御する
picoscope	PicoScope oscilloscops用のテストおよび測定オシロスコープソフトウェア
plantronics-hub	Plantronics Hub
playdate-mirror	Playdateからゲームプレイのオーディオとビデオをストリーミングするアプリケーション
pololu-avr-programmer-v2	Pololu AVRプログラマーv2のドライバー
prolific-pl2303	PL2303 USB-シリアルドライバ
qflipper	Flipper Zeroデバイス用のコンパニオンアプリ
qmk-toolbox	QMKファームウェアのツールボックスコンパニオン
qnap-external-raid-manager	QNAP外部RAIDデバイスのステータスを表示します 設定/モニター
rapoo-mt750s	マルチモードワイヤレスレーザーマウスドライバー
razer-synapse	Razer周辺機器の構成ソフトウェア
reinersct-cyberjack	REINER SCTによるスマートカードリーダー用ドライバー
reolink-client	Reolinkクライアント
ricoh-ps-printers-vol3-exp-driver	PSドライバーが印刷デバイスを制御し、全機能を有効にすることを許可する
ricoh-ps-printers-vol4-exp-driver	Ricoh PSプリンターVol4 EXPドライバー
ricoh-theta	RICOH THETA
rjm-megxeditor	RJMミニエフェクトギズモ X MIDIオーディオループスイッチャーを設定するエディターソフトウェア
rjm-mmgteditor	RJM Mastermind GT MIDIペダルボードを構成するためのエディターソフトウェア
rode-central	RØDEデバイス設定を構成する 特徴/関数/ファームウェア
roland-quad-capture-usb-driver	Roland Quad-CaptureUSBドライバー
roli-connect	ROLI製品のツールマネージャー
safenet-authentication-client	スマートカードリーダーとセキュリティトークンのクライアント
saleae-logic	Saleaeのデバイスの信号分析
samsung-portable-ssd-t5	Samsung外部ストレージドライブ用のソフトウェア
sandisk-security	SanDisk ExtremeポータブルSSDラインの新しい(V2)バージョンをパスワードで保護する
seagate-dashboard	Seagateダッシュボード
segger-jlink	SeggerJ-Linkデバッグプローブ用のソフトウェアおよびドキュメントパック
segger-ozone	J-Linkデバッガーおよびパフォーマンスアナライザー
shearwater	デスクトップコンピューターをShearwaterダイブコンピューターにリンクします
shureplus-motiv	Shure MV7とMV88 +マイクの追加機能とコントロール
silicon-labs-vcp-driver	CP210x USB to UARTブリッジVCPドライバー
smartscope	SmartScopeオシロスコープに接続するためのアプリ
sonos	Sonosシステムを制御する
sony-ps-remote-play	PlayStation4またはPlayStation5を制御するためのアプリケーション
sony-rcs300	SONY CCID CardReaderRC-S300ドライバー
sony-xperia-companion	Xperia™ Companion
sound-blaster-play3	Sound Blaster PLAYのドライバーとコントロールパネル！3 USB DACとアンプ
steelseries-engine	SteelSeries周辺機器およびアクセサリの設定
steelseries-exactmouse-tool	SteelSeriesExactMouseツール
steelseries-gg	SteelSeries周辺機器およびアクセサリの設定
suunto-moveslink2	Suunto AmbitまたはTraverseウォッチをMovescountに接続します
synology-cloud-station-backup	一元化されたSynology NASにファイルをバックアップします
synology-drive	Synology NASドライブへの同期およびバックアップサービス
synology-photo-station-uploader	写真やビデオをSynology Photo Stationに一括アップロードする
synology-surveillance-station-client	Synology製品のSurveillance Stationにアクセスするためのデスクトップユーティリティ
synologyassistant	LAN全体でSynology NASを管理するためのツール
tiptoi-manager	子供のデータを管理する Ravensburger tip toi audio pen
tomtom-mydrive-connect	TomTomナビゲーションデバイスを更新します
tomtom-sports-connect	TomTom MySports Connect
toneprint	TonePrintペダルのキャラクターを変更する
toshiba-color-mfp	Toshiba ColorMFPデバイス用のドライバー
ubiquiti-unifi-controller	UniFiネットワークのセットアップ、構成、管理、分析
ubiquiti-unifi-controller-lts	Ubiquiti UniFi SDNコントローラーLTS
uhk-agent	究極のハッキングキーボードの構成アプリケーション
wacom-tablet	Wacomタブレットのリソース
wch-ch34x-usb-serial-driver	USBシリアルドライバー
wd-drive-utilities	WDドライブの管理
wd-firmware-updater	WDファームウェアアップデータ
wd-security	WDドライブ用の暗号化ソフトウェア
xbox360-controller-driver-unofficial	Microsoft Xboxシリーズコントローラーのドライバー
xerox-print-driver	Xeroxプリンター用のドライバー
xppen-pentablet	XP-Penグラフィックタブレット用のドライバーおよび構成アプリ
yamaha-usb-midi-driver	ヤマハ楽器用MIDIドライバー
yubico-authenticator	TOTPおよびHOTPコードを生成するためのアプリケーション
yubico-yubikey-manager	YubiKeyを設定するためのアプリケーション
yubico-yubikey-personalization-gui	YubiKeyツール
yubico-yubikey-piv-manager	PIV対応のYubiKeyを設定するためのアプリケーション
zsa-wally	ZSAキーボード用のフラッシュツール
1password-beta	すべてのパスワードを1つのパスワードの背後で安全に保つパスワードマネージャー
1password-cli-beta	1Passwordパスワードマネージャーのコマンドラインヘルパー
1password-cli1	1Passwordパスワードマネージャーのコマンドラインヘルパー
1password6	すべてのパスワードを1つのパスワードで安全に保つパスワードマネージャー
1password7	すべてのパスワードを1つのパスワードで安全に保つパスワードマネージャー
ableton-live-intro10	サウンドと音楽のエディター
ableton-live-lite10	サウンドと音楽のエディター
ableton-live-standard10	サウンドと音楽のエディター
ableton-live-suite10	サウンドと音楽のエディター
ableton-live-suite9	Ableton Live 9 Suite
adguard-nightly	スタンドアロンの広告ブロッカー
adguard-vpn-nightly	プライバシーとセキュリティのためのVPN
adoptopenjdk8	ビルド済みのOpenJDKバイナリ
aerial-beta	Apple TV Aerialスクリーンセーバー
affinity-designer-beta	写真編集およびグラフィックデザインソフトウェア
affinity-photo-beta	Serif Affinity Photo
affinity-publisher-beta	プロのデスクトップ出版ソフトウェア
alfred2	アプリケーションランチャーと生産性ソフトウェア
alfred3	アプリケーションランチャーと生産性ソフトウェア
alfred4	アプリケーションランチャーと生産性ソフトウェア
anaconda2	Continuum Analytics Anaconda2
android-studio-preview-beta	Androidアプリケーションを構築するためのツール
android-studio-preview-canary	Androidアプリケーションを構築するためのツール
anki-beta	記憶力トレーニングアプリケーション
appcode-eap	Swift/Objective-C/C/C++ 開発用のIDE
arduino-ide-nightly	電子工学プロトタイピングプラットフォーム
arduino-nightly	電子プロトタイピングプラットフォーム
arq5	マルチクラウドバックアップアプリケーション
atom-beta	クロスプラットフォームのテキストエディター
atom-nightly	クロスプラットフォームのテキストエディター
azure-data-studio-insiders	SQLServerでの作業を可能にするデータ管理ツール
background-music-pre	オーディオユーティリティ
blender-lts	Freeのオープンソース3D作成スイート
brave-browser-beta	プライバシーに焦点を当てたWebブラウザー
brave-browser-dev	プライバシーに焦点を当てたWebブラウザー
brave-browser-nightly	プライバシーに焦点を当てたWebブラウザー
buckets-beta	予算編成ツール
calibre4	電子書籍管理ソフトウェア
carbon-copy-cloner5	ハードディスクのバックアップとクローン作成ユーティリティ
charles-applejava	Webデバッグプロキシアプリケーション
charles-beta	Webデバッグプロキシアプリケーション
chromedriver-beta	Google Chrome用のWebアプリの自動テスト
citra-nightly	ニンテンドー3DSエミュレーター
clashx-pro	clashに基づくGUIを備えたルールベースのカスタムプロキシ
cleanmymac3	ディスクから不要なファイルとフォルダーを削除するツール
corretto11	AmazonからのOpenJDKディストリビューション
corretto17	AmazonからのOpenJDKディストリビューション
corretto8	AmazonからのOpenJDKディストリビューション
daedalus-flight	Cardanoブロックチェーン上のada用のDaedalus暗号通貨ウォレットのプレリリース
dash2	APIドキュメントブラウザとコードスニペットマネージャ
dash3	APIドキュメントブラウザとコードスニペットマネージャ
dash4	APIドキュメントブラウザとコードスニペットマネージャ
dash5	APIドキュメントブラウザとコードスニペットマネージャー
db-browser-for-sqlite-nightly	SQLite用のデータベースブラウザー
deadbeef-nightly	モジュラーオーディオプレーヤー
defold-alpha	デスクトップ開発用のゲームエンジン モバイル/Webゲーム
defold-beta	デスクトップ開発用のゲームエンジン モバイル/Webゲーム
discord-canary	音声およびテキストチャットソフトウェア
discord-development	音声およびテキストチャットソフトウェア
discord-ptb	音声およびテキストチャットソフトウェア
docker-edge	コンテナ化されたアプリケーションとマイクロサービスを構築して共有するためのアプリ
dolphin-dev	ゲームキューブとWiiのゲームをプレイするエミュレーター
dotnet-preview	開発者プラットフォーム
dotnet-sdk-preview	開発者プラットフォーム
dropbox-beta	Dropboxクラウドストレージサービスのクライアント
element-nightly	マトリックスコラボレーションクライアント
elephas-beta	パーソナルAIライティングアシスタント
emacs-nightly	GNU Emacsテキストエディター
emacs-pretest	テキストエディター
ferdi-beta	複数のサービスを組み合わせたメッセージングブラウザー
figma-beta	協調的チームソフトウェア
firefox-beta	Webブラウザー
firefox-developer-edition	Webブラウザー
firefox-esr	Webブラウザー
firefox-nightly	Webブラウザー
forklift2	Finderの代替品と FTP/SFTP/WebDAV/Amazon s3クライアント
freecad-pre	3D parametricモデラー
geogebra5	解決 数学の問題を保存して共有する グラフ関数等
gimp-dev	Freeでオープンソースの画像エディター
github-beta	GitHubリポジトリ用のデスクトップクライアント
google-chrome-beta	Webブラウザー
google-chrome-canary	Webブラウザー
google-chrome-dev	Webブラウザー
google-japanese-ime-dev	Google日本語入力方式エディター
gpg-suite-nightly	メールやファイルを保護するためのツール
hamsket-nightly	Freeのオープンソースメッセージングおよび電子メールアプリ
hancom-word-2014	ワードプロセッサ
hyper-canary	Webテクノロジーに基づいて構築されたターミナル
inso-beta	CLI HTTPおよびGraphQLクライアント
insomnia-alpha	HTTPおよびGraphQLクライアント
intellij-idea-ce19	Java開発用IDE-コミュニティ版
intellij-idea19	JVM言語用のIDE
istat-menus5	iStatsメニュー
iterm2-beta	Appleのターミナルアプリの代替ターミナルエミュレータ
iterm2-legacy	Appleのターミナルアプリの代替ターミナルエミュレータ
iterm2-nightly	Appleのターミナルアプリの代替ターミナルエミュレータ
java-beta	Javaプログラミング言語用の早期アクセス開発キット
java6	Javaプログラミング言語のレガシーランタイム
julia-lts	テクニカルコンピューティングのためのプログラミング言語
julia-nightly	テクニカルコンピューティングのためのプログラミング言語
kaleidoscope2	テキストと画像のファイルまたはフォルダの違いを見つけてマージする
keepassxc-beta	パスワードマネージャーアプリ
keepassxc-snapshot	パスワードマネージャーアプリ
keka-beta	File archiver
keyboard-maestro8	キーボードMaestro
kitty-nightly	GPU-basedターミナルエミュレータ
ksdiff2	Kaleidoscope v2のApp Storeバージョン用のコマンドラインツール
lando-edge	Docker上に構築されたローカル開発環境とDevOpsツール
libreoffice-still	Freeのクロスプラットフォームオフィススイート
little-snitch4	ホストベースのアプリケーションファイアウォール
local-beta	FlywheelによるWordPressローカル開発ツール(ベータ版)
macfuse-dev	ファイルシステム統合
macloggerdx-beta	アマチュア無線ロギングおよびリグ制御ソフトウェア
macpass-dev	KeePass-clientおよびパスワードマネージャー
mailmate-beta	IMAPメールクライアント
mi-beta	テキストエディター
microsoft-edge-beta	マルチプラットフォームのWebブラウザー
microsoft-edge-dev	マルチプラットフォームのWebブラウザー
microsoft-office-2016	オフィススイート
microsoft-openjdk11	MicrosoftからのOpenJDKディストリビューション
miniconda2	Continuum Analytics Miniconda
monal-beta	チャットサーバーに安全に接続するためのツール
mongodb-compass-beta	MongoDBのGUI
mono-mdk-for-visual-studio	Microsoftの.NETFrameworkのオープンソース実装
morpheus-beta	多細胞システム生物学のモデリング環境
mullvadvpn-beta	VPNクライアント
mumble-snapshot	ゲーム用のオープンソース、低遅延、高品質のボイスチャットソフトウェア
navicat-premium15	データベース管理および開発ツール
netnewswire-beta	FreeのオープンソースRSSリーダー
obs-beta	ライブストリーミングと画面録画用のオープンソースソフトウェア
olympus	Everest(ビデオゲームCeleste用のModローダー) インストーラー/マネージャー
omegat-latest	翻訳メモリツール
omnifocus2	編成重視のスケジューリングアプリ
omnigraffle6	ビジュアルコミュニケーションソフトウェア
omniplan3	プロジェクト計画および管理ソフトウェア
openemu-experimental	レトロなビデオゲームエミュレーション
openscad-snapshot	OpenSCAD
openshot-video-editor-daily	クロスプラットフォームのビデオエディター
openzfs-dev	ZFSドライバーとユーティリティ
opera-beta	Webブラウザー
opera-crypto-developer	Web3ブラウザ
opera-developer	Webブラウザー
papers3	あなたの個人的な研究ライブラリ
parallels12	デスクトップ仮想化ソフトウェア
parallels13	デスクトップ仮想化ソフトウェア
parallels14	デスクトップ仮想化ソフトウェア
parallels15	デスクトップ仮想化ソフトウェア
parallels16	デスクトップ仮想化ソフトウェア
parallels17	デスクトップ仮想化ソフトウェア
pdf-expert-beta	PDFリーダー エディター/注釈
pgadmin3	pgAdmin
picoscope-beta	PicoScope oscilloscops用のテストおよび測定オシロスコープソフトウェア
powershell-preview	コマンドラインシェルとスクリプト言語
powershell6	コマンドラインシェルとスクリプト言語
processing2	柔軟なソフトウェアスケッチブックとコーディング方法を学ぶための言語
processing3	コーディング方法を学習するための柔軟なソフトウェア スケッチブックと言語
propresenter-beta	ライブイベントのプレゼンテーションおよび制作アプリケーション
propresenter6	ライブイベントのプレゼンテーションおよび制作アプリケーション
qgis-ltr	地理情報システム
qt-creator-dev	アプリケーション開発のためのIDE
quicktime-player7	QuickTime Player 7
rambox-ce	Freeのオープンソースメッセージングおよび電子メールアプ
reflector2	ワイヤレス画面ミラーリングアプリケーション
royal-tsx-beta	リモート管理ソリューション
rstudio-daily	RStudio
rstudio-preview	RとPythonに焦点を当てたデータサイエンスソフトウェア
rstudio-preview-electron	RとPythonに焦点を当てたデータサイエンスソフトウェア
safari-technology-preview	Webブラウザー
semeru-jdk11-open	OpenJDKクラスライブラリとEclipseOpenJ9 JVMを備えた本番環境対応のJDK
semeru-jdk17-open	OpenJDKクラスライブラリとEclipse OpenJ9 JVMを備えた本番環境対応のJDK
semeru-jdk8-open	OpenJDKクラスライブラリとEclipseOpenJ9 JVMを備えた本番環境対応のJDK
sequel-pro-nightly	Sequel Pro
shadow-beta	Shadow Beta
signal-beta	セキュリティに焦点を当てたインスタントメッセージングアプリケーション
sketch-beta	デジタルデザインおよびプロトタイピングプラットフォーム
skype-preview	ビデオチャット 音声通話とインスタントメッセージングアプリケーション
skype7	Skype
slack-beta	チームコミュニケーションおよび協力ソフトウェア
slicer-preview	医用画像処理および視覚化システム
smcfancontrol-beta	内蔵ファンの最低速度を設定します
sonarr-beta	sonarr-beta
sonos-s1-controller	Gen 1 Sonos製品のコントローラー
soulver2	テキストエディタと電卓
sourcetree-beta	Gitバージョン管理用のグラフィカルクライアント
sublime-merge-dev	Gitクライアント
sublime-text-dev	コード用のテキストエディタ マークアップ/散文
sublime-text2	Sublime Text 2
synergy-beta	Synergy
telegram-desktop-beta	Telegramメッセンジャー用のデスクトップクライアント
temurin11	Eclipse Foundation(Adoptium)のJDK
temurin17	Eclipse Foundation(Adoptium)のJDK
temurin18	Eclipse Foundation(Adoptium)のJDK
temurin8	Eclipse Foundation(Adoptium)のJDK
termius-beta	SSHクライアント
thunderbird-beta	Mozilla Thunderbird
thunderbird-daily	カスタマイズ可能なメールクライアント
tinymediamanager3	メディア管理ツール V3バージョンライセンスは不要
tor-browser-alpha	セキュリティに重点を置いたWebブラウザー
tower2	Tower
transmission-beta	オープンソースのBitTorrentクライアント
transmission-nightly	オープンソースのBitTorrentクライアント
transmit4	Transmit
tunnelblick-beta	OpenVPN用のFreeオープンソースグラフィックユーザーインターフェイス
utm-beta	QEMUを使用した仮想マシンUI
virtualbox-beta	Oracle VirtualBox
virtualbox6	x86ハードウェアのバーチャライザー
visual-studio-code-insiders	コードエディター
vivaldi-snapshot	カスタマイズと制御に焦点を当てたWebブラウザー
vlc-nightly	オープンソースのクロスプラットフォームマルチメディアプレーヤー
vmware-fusion-tech-preview	仮想マシンを実行します 作成/管理
vmware-fusion10	VMware Fusion
vmware-fusion11	再起動せずに他のオペレーティングシステムを実行するアプリ
vmware-fusion12	仮想マシンの作成/管理/実行
vmware-fusion7	VMware Fusion
vmware-fusion8	VMware Fusion
vox2	VOX
vscodium-insiders	コードエディタ
whatsapp-beta	WhatsApp用のデスクトップクライアント
whoozle-android-file-transfer-nightly	Androidファイル転送
wine-devel	Windowsアプリケーションを実行するための互換性レイヤー
wine-staging	Windowsアプリケーションを実行するための互換性レイヤー
xampp7	MySQL/PHP 7/Perl を含むApacheディストリビューション
xmind8	マインドマッピングとブレーンストーミングツール
yubico-authenticator-beta	TOTPおよびHOTPコードを生成するためのアプリケーション
zulu11	AzulからのOpenJDKディストリビューション
zulu13	AzulからのOpenJDKディストリビューション
zulu15	Zulu OpenJDK 15
zulu17	AzulからのOpenJDKディストリビューション
zulu7	AzulからのOpenJDKディストリビューション
zulu8	AzulからのOpenJDKディストリビューション
